"","Region","TIME_FY","Time","Value","dist_from_syd"
"4217","Wangi Wangi - Rathmines",2011,"2010-11",-50,NA
"4218","Wangi Wangi - Rathmines",2012,"2011-12",-174,NA
"4219","Wangi Wangi - Rathmines",2013,"2012-13",42,NA
"4220","Wangi Wangi - Rathmines",2014,"2013-14",-17,NA
"4221","Wangi Wangi - Rathmines",2015,"2014-15",-23,NA
"4222","West Wallsend - Barnsley - Killingworth",2007,"2006-07",-148,NA
"4223","West Wallsend - Barnsley - Killingworth",2008,"2007-08",-37,NA
"4224","West Wallsend - Barnsley - Killingworth",2009,"2008-09",0,NA
"4225","West Wallsend - Barnsley - Killingworth",2010,"2009-10",-121,NA
"4226","West Wallsend - Barnsley - Killingworth",2011,"2010-11",-2,NA
"4227","West Wallsend - Barnsley - Killingworth",2012,"2011-12",-108,NA
"4228","West Wallsend - Barnsley - Killingworth",2013,"2012-13",25,NA
"4229","West Wallsend - Barnsley - Killingworth",2014,"2013-14",-11,NA
"4230","West Wallsend - Barnsley - Killingworth",2015,"2014-15",146,NA
"4231","Adamstown - Kotara",2007,"2006-07",-34,NA
"4232","Adamstown - Kotara",2008,"2007-08",-99,NA
"4233","Adamstown - Kotara",2009,"2008-09",-105,NA
"4234","Adamstown - Kotara",2010,"2009-10",155,NA
"4235","Adamstown - Kotara",2011,"2010-11",-31,NA
"4236","Adamstown - Kotara",2012,"2011-12",58,NA
"4237","Adamstown - Kotara",2013,"2012-13",24,NA
"4238","Adamstown - Kotara",2014,"2013-14",17,NA
"4239","Adamstown - Kotara",2015,"2014-15",-33,NA
"4240","Beresfield - Hexham",2007,"2006-07",28,NA
"4241","Beresfield - Hexham",2008,"2007-08",-79,NA
"4242","Beresfield - Hexham",2009,"2008-09",0,NA
"4243","Beresfield - Hexham",2010,"2009-10",-124,NA
"4244","Beresfield - Hexham",2011,"2010-11",-68,NA
"4245","Beresfield - Hexham",2012,"2011-12",9,NA
"4246","Beresfield - Hexham",2013,"2012-13",-33,NA
"4247","Beresfield - Hexham",2014,"2013-14",-49,NA
"4248","Beresfield - Hexham",2015,"2014-15",57,NA
"4249","Hamilton - Broadmeadow",2007,"2006-07",-29,NA
"4250","Hamilton - Broadmeadow",2008,"2007-08",39,NA
"4251","Hamilton - Broadmeadow",2009,"2008-09",83,NA
"4252","Hamilton - Broadmeadow",2010,"2009-10",-20,NA
"4253","Hamilton - Broadmeadow",2011,"2010-11",69,NA
"4254","Hamilton - Broadmeadow",2012,"2011-12",207,NA
"4255","Hamilton - Broadmeadow",2013,"2012-13",-93,NA
"4256","Hamilton - Broadmeadow",2014,"2013-14",49,NA
"4257","Hamilton - Broadmeadow",2015,"2014-15",95,NA
"4258","Lambton - New Lambton",2007,"2006-07",4,NA
"4259","Lambton - New Lambton",2008,"2007-08",-48,NA
"4260","Lambton - New Lambton",2009,"2008-09",96,NA
"4261","Lambton - New Lambton",2010,"2009-10",-31,NA
"4262","Lambton - New Lambton",2011,"2010-11",32,NA
"4263","Lambton - New Lambton",2012,"2011-12",9,NA
"4264","Lambton - New Lambton",2013,"2012-13",-97,NA
"4265","Lambton - New Lambton",2014,"2013-14",-49,NA
"4266","Lambton - New Lambton",2015,"2014-15",-107,NA
"4267","Maryland - Fletcher - Minmi",2007,"2006-07",106,NA
"4268","Maryland - Fletcher - Minmi",2008,"2007-08",66,NA
"4269","Maryland - Fletcher - Minmi",2009,"2008-09",150,NA
"4270","Maryland - Fletcher - Minmi",2010,"2009-10",91,NA
"4271","Maryland - Fletcher - Minmi",2011,"2010-11",156,NA
"4272","Maryland - Fletcher - Minmi",2012,"2011-12",66,NA
"4273","Maryland - Fletcher - Minmi",2013,"2012-13",87,NA
"4274","Maryland - Fletcher - Minmi",2014,"2013-14",114,NA
"4275","Maryland - Fletcher - Minmi",2015,"2014-15",109,NA
"4276","Mayfield - Warabrook",2007,"2006-07",-43,NA
"4277","Mayfield - Warabrook",2008,"2007-08",0,NA
"4278","Mayfield - Warabrook",2009,"2008-09",-85,NA
"4279","Mayfield - Warabrook",2010,"2009-10",87,NA
"4280","Mayfield - Warabrook",2011,"2010-11",46,NA
"4281","Mayfield - Warabrook",2012,"2011-12",-53,NA
"4282","Mayfield - Warabrook",2013,"2012-13",-101,NA
"4283","Mayfield - Warabrook",2014,"2013-14",-146,NA
"4284","Mayfield - Warabrook",2015,"2014-15",-55,NA
"4285","Merewether - The Junction",2007,"2006-07",-5,NA
"4286","Merewether - The Junction",2008,"2007-08",-2,NA
"4287","Merewether - The Junction",2009,"2008-09",23,NA
"4288","Merewether - The Junction",2010,"2009-10",95,NA
"4289","Merewether - The Junction",2011,"2010-11",1,NA
"4290","Merewether - The Junction",2012,"2011-12",27,NA
"4291","Merewether - The Junction",2013,"2012-13",-33,NA
"4292","Merewether - The Junction",2014,"2013-14",-36,NA
"4293","Merewether - The Junction",2015,"2014-15",-134,NA
"4294","Newcastle - Cooks Hill",2007,"2006-07",-33,NA
"4295","Newcastle - Cooks Hill",2008,"2007-08",36,NA
"4296","Newcastle - Cooks Hill",2009,"2008-09",27,NA
"4297","Newcastle - Cooks Hill",2010,"2009-10",37,NA
"4298","Newcastle - Cooks Hill",2011,"2010-11",265,NA
"4299","Newcastle - Cooks Hill",2012,"2011-12",151,NA
"4300","Newcastle - Cooks Hill",2013,"2012-13",287,NA
"4301","Newcastle - Cooks Hill",2014,"2013-14",75,NA
"4302","Newcastle - Cooks Hill",2015,"2014-15",97,NA
"4303","Newcastle Port - Kooragang",2007,"2006-07",0,NA
"4304","Newcastle Port - Kooragang",2008,"2007-08",0,NA
"4305","Newcastle Port - Kooragang",2009,"2008-09",0,NA
"4306","Newcastle Port - Kooragang",2010,"2009-10",0,NA
"4307","Newcastle Port - Kooragang",2011,"2010-11",0,NA
"4308","Newcastle Port - Kooragang",2012,"2011-12",0,NA
"4309","Newcastle Port - Kooragang",2013,"2012-13",0,NA
"4310","Newcastle Port - Kooragang",2014,"2013-14",0,NA
"4311","Newcastle Port - Kooragang",2015,"2014-15",0,NA
"4312","Shortland - Jesmond",2007,"2006-07",-77,NA
"4313","Shortland - Jesmond",2008,"2007-08",-48,NA
"4314","Shortland - Jesmond",2009,"2008-09",-33,NA
"4315","Shortland - Jesmond",2010,"2009-10",49,NA
"4316","Shortland - Jesmond",2011,"2010-11",75,NA
"4317","Shortland - Jesmond",2012,"2011-12",57,NA
"4318","Shortland - Jesmond",2013,"2012-13",-60,NA
"4319","Shortland - Jesmond",2014,"2013-14",141,NA
"4320","Shortland - Jesmond",2015,"2014-15",-126,NA
"4321","Stockton - Fullerton Cove",2007,"2006-07",143,NA
"4322","Stockton - Fullerton Cove",2008,"2007-08",192,NA
"4323","Stockton - Fullerton Cove",2009,"2008-09",259,NA
"4324","Stockton - Fullerton Cove",2010,"2009-10",120,NA
"4325","Stockton - Fullerton Cove",2011,"2010-11",141,NA
"4326","Stockton - Fullerton Cove",2012,"2011-12",9,NA
"4327","Stockton - Fullerton Cove",2013,"2012-13",138,NA
"4328","Stockton - Fullerton Cove",2014,"2013-14",327,NA
"4329","Stockton - Fullerton Cove",2015,"2014-15",236,NA
"4330","Wallsend - Elermore Vale",2007,"2006-07",6,NA
"4331","Wallsend - Elermore Vale",2008,"2007-08",-119,NA
"4332","Wallsend - Elermore Vale",2009,"2008-09",-84,NA
"4333","Wallsend - Elermore Vale",2010,"2009-10",-62,NA
"4334","Wallsend - Elermore Vale",2011,"2010-11",78,NA
"4335","Wallsend - Elermore Vale",2012,"2011-12",-111,NA
"4336","Wallsend - Elermore Vale",2013,"2012-13",-36,NA
"4337","Wallsend - Elermore Vale",2014,"2013-14",-43,NA
"4338","Wallsend - Elermore Vale",2015,"2014-15",-70,NA
"4339","Waratah - North Lambton",2007,"2006-07",-8,NA
"4340","Waratah - North Lambton",2008,"2007-08",118,NA
"4341","Waratah - North Lambton",2009,"2008-09",-86,NA
"4342","Waratah - North Lambton",2010,"2009-10",-82,NA
"4343","Waratah - North Lambton",2011,"2010-11",0,NA
"4344","Waratah - North Lambton",2012,"2011-12",-3,NA
"4345","Waratah - North Lambton",2013,"2012-13",24,NA
"4346","Waratah - North Lambton",2014,"2013-14",-46,NA
"4347","Waratah - North Lambton",2015,"2014-15",9,NA
"4348","Wickham - Carrington - Tighes Hill",2007,"2006-07",150,NA
"4349","Wickham - Carrington - Tighes Hill",2008,"2007-08",241,NA
"4350","Wickham - Carrington - Tighes Hill",2009,"2008-09",32,NA
"4351","Wickham - Carrington - Tighes Hill",2010,"2009-10",51,NA
"4352","Wickham - Carrington - Tighes Hill",2011,"2010-11",107,NA
"4353","Wickham - Carrington - Tighes Hill",2012,"2011-12",95,NA
"4354","Wickham - Carrington - Tighes Hill",2013,"2012-13",-64,NA
"4355","Wickham - Carrington - Tighes Hill",2014,"2013-14",-4,NA
"4356","Wickham - Carrington - Tighes Hill",2015,"2014-15",60,NA
"4357","Ballina",2007,"2006-07",90,NA
"4358","Ballina",2008,"2007-08",147,NA
"4359","Ballina",2009,"2008-09",42,NA
"4360","Ballina",2010,"2009-10",133,NA
"4361","Ballina",2011,"2010-11",27,NA
"4362","Ballina",2012,"2011-12",33,NA
"4363","Ballina",2013,"2012-13",207,NA
"4364","Ballina",2014,"2013-14",181,NA
"4365","Ballina",2015,"2014-15",208,NA
"4366","Ballina Region",2007,"2006-07",144,NA
"4367","Ballina Region",2008,"2007-08",175,NA
"4368","Ballina Region",2009,"2008-09",139,NA
"4369","Ballina Region",2010,"2009-10",-20,NA
"4370","Ballina Region",2011,"2010-11",-22,NA
"4371","Ballina Region",2012,"2011-12",131,NA
"4372","Ballina Region",2013,"2012-13",50,NA
"4373","Ballina Region",2014,"2013-14",110,NA
"4374","Ballina Region",2015,"2014-15",28,NA
"4375","Bangalow",2007,"2006-07",-16,NA
"4376","Bangalow",2008,"2007-08",-2,NA
"4377","Bangalow",2009,"2008-09",32,NA
"4378","Bangalow",2010,"2009-10",-111,NA
"4379","Bangalow",2011,"2010-11",28,NA
"4380","Bangalow",2012,"2011-12",12,NA
"4381","Bangalow",2013,"2012-13",33,NA
"4382","Bangalow",2014,"2013-14",-14,NA
"4383","Bangalow",2015,"2014-15",102,NA
"4384","Brunswick Heads - Ocean Shores",2007,"2006-07",-47,NA
"4385","Brunswick Heads - Ocean Shores",2008,"2007-08",78,NA
"4386","Brunswick Heads - Ocean Shores",2009,"2008-09",46,NA
"4387","Brunswick Heads - Ocean Shores",2010,"2009-10",62,NA
"4388","Brunswick Heads - Ocean Shores",2011,"2010-11",-12,NA
"4389","Brunswick Heads - Ocean Shores",2012,"2011-12",44,NA
"4390","Brunswick Heads - Ocean Shores",2013,"2012-13",127,NA
"4391","Brunswick Heads - Ocean Shores",2014,"2013-14",87,NA
"4392","Brunswick Heads - Ocean Shores",2015,"2014-15",-28,NA
"4393","Byron Bay",2007,"2006-07",-169,NA
"4394","Byron Bay",2008,"2007-08",-15,NA
"4395","Byron Bay",2009,"2008-09",-46,NA
"4396","Byron Bay",2010,"2009-10",-111,NA
"4397","Byron Bay",2011,"2010-11",-158,NA
"4398","Byron Bay",2012,"2011-12",49,NA
"4399","Byron Bay",2013,"2012-13",102,NA
"4400","Byron Bay",2014,"2013-14",53,NA
"4401","Byron Bay",2015,"2014-15",67,NA
"4402","Evans Head",2007,"2006-07",-32,NA
"4403","Evans Head",2008,"2007-08",31,NA
"4404","Evans Head",2009,"2008-09",-12,NA
"4405","Evans Head",2010,"2009-10",-25,NA
"4406","Evans Head",2011,"2010-11",-27,NA
"4407","Evans Head",2012,"2011-12",-12,NA
"4408","Evans Head",2013,"2012-13",44,NA
"4409","Evans Head",2014,"2013-14",101,NA
"4410","Evans Head",2015,"2014-15",76,NA
"4411","Lennox Head - Skennars Head",2007,"2006-07",121,NA
"4412","Lennox Head - Skennars Head",2008,"2007-08",136,NA
"4413","Lennox Head - Skennars Head",2009,"2008-09",133,NA
"4414","Lennox Head - Skennars Head",2010,"2009-10",49,NA
"4415","Lennox Head - Skennars Head",2011,"2010-11",-15,NA
"4416","Lennox Head - Skennars Head",2012,"2011-12",30,NA
"4417","Lennox Head - Skennars Head",2013,"2012-13",89,NA
"4418","Lennox Head - Skennars Head",2014,"2013-14",79,NA
"4419","Lennox Head - Skennars Head",2015,"2014-15",95,NA
"4420","Mullumbimby",2007,"2006-07",-3,NA
"4421","Mullumbimby",2008,"2007-08",-54,NA
"4422","Mullumbimby",2009,"2008-09",4,NA
"4423","Mullumbimby",2010,"2009-10",-37,NA
"4424","Mullumbimby",2011,"2010-11",-19,NA
"4425","Mullumbimby",2012,"2011-12",-29,NA
"4426","Mullumbimby",2013,"2012-13",-81,NA
"4427","Mullumbimby",2014,"2013-14",76,NA
"4428","Mullumbimby",2015,"2014-15",133,NA
"4429","Casino",2007,"2006-07",102,NA
"4430","Casino",2008,"2007-08",139,NA
"4431","Casino",2009,"2008-09",-25,NA
"4432","Casino",2010,"2009-10",127,NA
"4433","Casino",2011,"2010-11",52,NA
"4434","Casino",2012,"2011-12",-52,NA
"4435","Casino",2013,"2012-13",-34,NA
"4436","Casino",2014,"2013-14",127,NA
"4437","Casino",2015,"2014-15",154,NA
"4438","Casino Region",2007,"2006-07",-33,NA
"4439","Casino Region",2008,"2007-08",24,NA
"4440","Casino Region",2009,"2008-09",50,NA
"4441","Casino Region",2010,"2009-10",-1,NA
"4442","Casino Region",2011,"2010-11",-10,NA
"4443","Casino Region",2012,"2011-12",-62,NA
"4444","Casino Region",2013,"2012-13",-17,NA
"4445","Casino Region",2014,"2013-14",-38,NA
"4446","Casino Region",2015,"2014-15",-8,NA
"4447","Goonellabah",2007,"2006-07",201,NA
"4448","Goonellabah",2008,"2007-08",241,NA
"4449","Goonellabah",2009,"2008-09",105,NA
"4450","Goonellabah",2010,"2009-10",102,NA
"4451","Goonellabah",2011,"2010-11",103,NA
"4452","Goonellabah",2012,"2011-12",159,NA
"4453","Goonellabah",2013,"2012-13",109,NA
"4454","Goonellabah",2014,"2013-14",96,NA
"4455","Goonellabah",2015,"2014-15",220,NA
"4456","Kyogle",2007,"2006-07",-62,NA
"4457","Kyogle",2008,"2007-08",-31,NA
"4458","Kyogle",2009,"2008-09",-43,NA
"4459","Kyogle",2010,"2009-10",-45,NA
"4460","Kyogle",2011,"2010-11",-6,NA
"4461","Kyogle",2012,"2011-12",-2,NA
"4462","Kyogle",2013,"2012-13",-25,NA
"4463","Kyogle",2014,"2013-14",-49,NA
"4464","Kyogle",2015,"2014-15",-1,NA
"4465","Lismore",2007,"2006-07",-153,NA
"4466","Lismore",2008,"2007-08",-137,NA
"4467","Lismore",2009,"2008-09",-123,NA
"4468","Lismore",2010,"2009-10",-207,NA
"4469","Lismore",2011,"2010-11",-164,NA
"4470","Lismore",2012,"2011-12",-82,NA
"4471","Lismore",2013,"2012-13",-150,NA
"4472","Lismore",2014,"2013-14",-179,NA
"4473","Lismore",2015,"2014-15",-23,NA
"4474","Lismore Region",2007,"2006-07",-85,NA
"4475","Lismore Region",2008,"2007-08",-70,NA
"4476","Lismore Region",2009,"2008-09",-172,NA
"4477","Lismore Region",2010,"2009-10",-274,NA
"4478","Lismore Region",2011,"2010-11",-211,NA
"4479","Lismore Region",2012,"2011-12",-79,NA
"4480","Lismore Region",2013,"2012-13",-84,NA
"4481","Lismore Region",2014,"2013-14",-145,NA
"4482","Lismore Region",2015,"2014-15",-114,NA
"4483","Kingscliff - Fingal Head",2007,"2006-07",483,NA
"4484","Kingscliff - Fingal Head",2008,"2007-08",357,NA
"4485","Kingscliff - Fingal Head",2009,"2008-09",176,NA
"4486","Kingscliff - Fingal Head",2010,"2009-10",251,NA
"4487","Kingscliff - Fingal Head",2011,"2010-11",158,NA
"4488","Kingscliff - Fingal Head",2012,"2011-12",199,NA
"4489","Kingscliff - Fingal Head",2013,"2012-13",205,NA
"4490","Kingscliff - Fingal Head",2014,"2013-14",249,NA
"4491","Kingscliff - Fingal Head",2015,"2014-15",421,NA
"4492","Murwillumbah",2007,"2006-07",32,NA
"4493","Murwillumbah",2008,"2007-08",-7,NA
"4494","Murwillumbah",2009,"2008-09",28,NA
"4495","Murwillumbah",2010,"2009-10",-58,NA
"4496","Murwillumbah",2011,"2010-11",38,NA
"4497","Murwillumbah",2012,"2011-12",-47,NA
"4498","Murwillumbah",2013,"2012-13",55,NA
"4499","Murwillumbah",2014,"2013-14",37,NA
"4500","Murwillumbah",2015,"2014-15",55,NA
"4501","Murwillumbah Region",2007,"2006-07",-45,NA
"4502","Murwillumbah Region",2008,"2007-08",-10,NA
"4503","Murwillumbah Region",2009,"2008-09",-53,NA
"4504","Murwillumbah Region",2010,"2009-10",-65,NA
"4505","Murwillumbah Region",2011,"2010-11",-8,NA
"4506","Murwillumbah Region",2012,"2011-12",-82,NA
"4507","Murwillumbah Region",2013,"2012-13",7,NA
"4508","Murwillumbah Region",2014,"2013-14",33,NA
"4509","Murwillumbah Region",2015,"2014-15",18,NA
"4510","Pottsville",2007,"2006-07",453,NA
"4511","Pottsville",2008,"2007-08",442,NA
"4512","Pottsville",2009,"2008-09",373,NA
"4513","Pottsville",2010,"2009-10",352,NA
"4514","Pottsville",2011,"2010-11",116,NA
"4515","Pottsville",2012,"2011-12",154,NA
"4516","Pottsville",2013,"2012-13",181,NA
"4517","Pottsville",2014,"2013-14",162,NA
"4518","Pottsville",2015,"2014-15",293,NA
"4519","Tweed Heads",2007,"2006-07",234,NA
"4520","Tweed Heads",2008,"2007-08",38,NA
"4521","Tweed Heads",2009,"2008-09",309,NA
"4522","Tweed Heads",2010,"2009-10",94,NA
"4523","Tweed Heads",2011,"2010-11",23,NA
"4524","Tweed Heads",2012,"2011-12",73,NA
"4525","Tweed Heads",2013,"2012-13",25,NA
"4526","Tweed Heads",2014,"2013-14",315,NA
"4527","Tweed Heads",2015,"2014-15",253,NA
"4528","Tweed Heads - South",2007,"2006-07",271,NA
"4529","Tweed Heads - South",2008,"2007-08",581,NA
"4530","Tweed Heads - South",2009,"2008-09",168,NA
"4531","Tweed Heads - South",2010,"2009-10",149,NA
"4532","Tweed Heads - South",2011,"2010-11",73,NA
"4533","Tweed Heads - South",2012,"2011-12",117,NA
"4534","Tweed Heads - South",2013,"2012-13",408,NA
"4535","Tweed Heads - South",2014,"2013-14",334,NA
"4536","Tweed Heads - South",2015,"2014-15",249,NA
"4537","Griffith (NSW)",2007,"2006-07",-129,NA
"4538","Griffith (NSW)",2008,"2007-08",-169,NA
"4539","Griffith (NSW)",2009,"2008-09",-169,NA
"4540","Griffith (NSW)",2010,"2009-10",-195,NA
"4541","Griffith (NSW)",2011,"2010-11",-158,NA
"4542","Griffith (NSW)",2012,"2011-12",-258,NA
"4543","Griffith (NSW)",2013,"2012-13",-260,NA
"4544","Griffith (NSW)",2014,"2013-14",2,NA
"4545","Griffith (NSW)",2015,"2014-15",-173,NA
"4546","Griffith Region",2007,"2006-07",-222,NA
"4547","Griffith Region",2008,"2007-08",-278,NA
"4548","Griffith Region",2009,"2008-09",-316,NA
"4549","Griffith Region",2010,"2009-10",-190,NA
"4550","Griffith Region",2011,"2010-11",-195,NA
"4551","Griffith Region",2012,"2011-12",-10,NA
"4552","Griffith Region",2013,"2012-13",-177,NA
"4553","Griffith Region",2014,"2013-14",-113,NA
"4554","Griffith Region",2015,"2014-15",-163,NA
"4555","Leeton",2007,"2006-07",-112,NA
"4556","Leeton",2008,"2007-08",-131,NA
"4557","Leeton",2009,"2008-09",-124,NA
"4558","Leeton",2010,"2009-10",-72,NA
"4559","Leeton",2011,"2010-11",-120,NA
"4560","Leeton",2012,"2011-12",-62,NA
"4561","Leeton",2013,"2012-13",-19,NA
"4562","Leeton",2014,"2013-14",-65,NA
"4563","Leeton",2015,"2014-15",-28,NA
"4564","Narrandera",2007,"2006-07",-99,NA
"4565","Narrandera",2008,"2007-08",-75,NA
"4566","Narrandera",2009,"2008-09",-99,NA
"4567","Narrandera",2010,"2009-10",-52,NA
"4568","Narrandera",2011,"2010-11",-64,NA
"4569","Narrandera",2012,"2011-12",-94,NA
"4570","Narrandera",2013,"2012-13",-56,NA
"4571","Narrandera",2014,"2013-14",-129,NA
"4572","Narrandera",2015,"2014-15",-65,NA
"4573","Tumbarumba",2007,"2006-07",-74,NA
"4574","Tumbarumba",2008,"2007-08",-45,NA
"4575","Tumbarumba",2009,"2008-09",55,NA
"4576","Tumbarumba",2010,"2009-10",-18,NA
"4577","Tumbarumba",2011,"2010-11",9,NA
"4578","Tumbarumba",2012,"2011-12",1,NA
"4579","Tumbarumba",2013,"2012-13",14,NA
"4580","Tumbarumba",2014,"2013-14",-12,NA
"4581","Tumbarumba",2015,"2014-15",51,NA
"4582","Tumut",2007,"2006-07",-71,NA
"4583","Tumut",2008,"2007-08",-35,NA
"4584","Tumut",2009,"2008-09",-94,NA
"4585","Tumut",2010,"2009-10",0,NA
"4586","Tumut",2011,"2010-11",26,NA
"4587","Tumut",2012,"2011-12",-29,NA
"4588","Tumut",2013,"2012-13",-22,NA
"4589","Tumut",2014,"2013-14",0,NA
"4590","Tumut",2015,"2014-15",-19,NA
"4591","Tumut Region",2007,"2006-07",-106,NA
"4592","Tumut Region",2008,"2007-08",-52,NA
"4593","Tumut Region",2009,"2008-09",-64,NA
"4594","Tumut Region",2010,"2009-10",-42,NA
"4595","Tumut Region",2011,"2010-11",-17,NA
"4596","Tumut Region",2012,"2011-12",-48,NA
"4597","Tumut Region",2013,"2012-13",27,NA
"4598","Tumut Region",2014,"2013-14",-3,NA
"4599","Tumut Region",2015,"2014-15",-21,NA
"4600","Cootamundra",2007,"2006-07",-116,NA
"4601","Cootamundra",2008,"2007-08",-44,NA
"4602","Cootamundra",2009,"2008-09",-19,NA
"4603","Cootamundra",2010,"2009-10",-141,NA
"4604","Cootamundra",2011,"2010-11",31,NA
"4605","Cootamundra",2012,"2011-12",81,NA
"4606","Cootamundra",2013,"2012-13",6,NA
"4607","Cootamundra",2014,"2013-14",97,NA
"4608","Cootamundra",2015,"2014-15",-20,NA
"4609","Gundagai",2007,"2006-07",-45,NA
"4610","Gundagai",2008,"2007-08",-53,NA
"4611","Gundagai",2009,"2008-09",-59,NA
"4612","Gundagai",2010,"2009-10",-13,NA
"4613","Gundagai",2011,"2010-11",-15,NA
"4614","Gundagai",2012,"2011-12",-29,NA
"4615","Gundagai",2013,"2012-13",-35,NA
"4616","Gundagai",2014,"2013-14",-28,NA
"4617","Gundagai",2015,"2014-15",-15,NA
"4618","Junee",2007,"2006-07",-57,NA
"4619","Junee",2008,"2007-08",36,NA
"4620","Junee",2009,"2008-09",11,NA
"4621","Junee",2010,"2009-10",20,NA
"4622","Junee",2011,"2010-11",36,NA
"4623","Junee",2012,"2011-12",-13,NA
"4624","Junee",2013,"2012-13",48,NA
"4625","Junee",2014,"2013-14",-11,NA
"4626","Junee",2015,"2014-15",-22,NA
"4627","Temora",2007,"2006-07",-85,NA
"4628","Temora",2008,"2007-08",-67,NA
"4629","Temora",2009,"2008-09",-82,NA
"4630","Temora",2010,"2009-10",-48,NA
"4631","Temora",2011,"2010-11",-35,NA
"4632","Temora",2012,"2011-12",50,NA
"4633","Temora",2013,"2012-13",-21,NA
"4634","Temora",2014,"2013-14",21,NA
"4635","Temora",2015,"2014-15",65,NA
"4636","Wagga Wagga - East",2007,"2006-07",-214,NA
"4637","Wagga Wagga - East",2008,"2007-08",-170,NA
"4638","Wagga Wagga - East",2009,"2008-09",-254,NA
"4639","Wagga Wagga - East",2010,"2009-10",-259,NA
"4640","Wagga Wagga - East",2011,"2010-11",-242,NA
"4641","Wagga Wagga - East",2012,"2011-12",-299,NA
"4642","Wagga Wagga - East",2013,"2012-13",-119,NA
"4643","Wagga Wagga - East",2014,"2013-14",-56,NA
"4644","Wagga Wagga - East",2015,"2014-15",-54,NA
"4645","Wagga Wagga - North",2007,"2006-07",123,NA
"4646","Wagga Wagga - North",2008,"2007-08",176,NA
"4647","Wagga Wagga - North",2009,"2008-09",145,NA
"4648","Wagga Wagga - North",2010,"2009-10",95,NA
"4649","Wagga Wagga - North",2011,"2010-11",101,NA
